Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASV,Total,Percent,Prevalence
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__unclassified_g__Paenibacillus,ASV542,50,0.00011,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae,ASV545,43,0.0001,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV669,46,0.0001,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__unclassified_g__Staphylococcus,ASV741,38,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Beijerinckiaceae,g__Methylobacterium,s__unclassified_g__Methylobacterium,ASV779,40,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_granulosa,ASV73,21,5.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Noviherbaspirillum,s__unclassified_g__Noviherbaspirillum,ASV522,18,4.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Spongiibacteraceae,g__BD1-7_clade,s__uncultured_bacterium_g__BD1-7_clade,ASV633,14,3.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Stenotrophomonas,s__unclassified_g__Stenotrophomonas,ASV372,4,9.02242e-6,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__norank_f__LWQ8,s__uncultured_bacterium_f__LWQ8,ASV376,3,6.76682e-6,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas,ASV699,40,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia,ASV413,51,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__unclassified_g__Staphylococcus,ASV415,43,0.0001,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Micrococcales,f__Bogoriellaceae,g__Georgenia,s__unclassified_g__Georgenia,ASV313,38,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Xanthobacteraceae,g__unclassified_f__Xanthobacteraceae,s__unclassified_f__Xanthobacteraceae,ASV546,34,8.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_granulosa,ASV174,43,0.0001,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__norank_f__Solirubrobacteraceae,s__Colobanthus_quitensis_f__Solirubrobacteraceae,ASV319,35,8.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Beijerinckiaceae,g__Microvirga,s__unclassified_g__Microvirga,ASV620,38,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__Microtrichales,f__norank_o__Microtrichales,g__norank_o__Microtrichales,s__uncultured_Actinomycetales_bacterium_o__Microtrichales,ASV322,36,8.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium,ASV632,37,8.0E-5,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__unclassified_f__Nocardioidaceae,s__unclassified_f__Nocardioidaceae,ASV338,23,5.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Silanimonas,s__Silanimonas_mangrovi_AK13,ASV630,19,4.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__unclassified_g__Massilia,ASV781,21,5.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Beijerinckiaceae,g__Enterovirga,s__uncultured_bacterium_g__Enterovirga,ASV349,17,4.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__unclassified_g__Capnocytophaga,ASV188,5,1.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Rhodococcus,s__unclassified_g__Rhodococcus,ASV187,6,1.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__norank_f__Acidimicrobiaceae,s__unclassified_g__norank_f__Acidimicrobiaceae,ASV374,4,9.02242e-6,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Noviherbaspirillum,s__unclassified_g__Noviherbaspirillum,ASV377,3,6.76682e-6,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_o__Saccharimonadales,s__unclassified_g__norank_o__Saccharimonadales,ASV375,4,9.02242e-6,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia,ASV449,46,0.0001,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__norank_f__67-14,s__unclassified_g__norank_f__67-14,ASV305,43,0.0001,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV167,47,0.00011,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Aquabacterium,s__unclassified_g__Aquabacterium,ASV451,37,8.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteriota,c__Cyanobacteriia,o__Chloroplast,f__norank_o__Chloroplast,g__norank_o__Chloroplast,s__groundwater_metagenome_o__Chloroplast,ASV417,35,8.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Thermomonas,s__unclassified_g__Thermomonas,ASV340,20,5.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Beijerinckiaceae,g__Methylobacterium,s__unclassified_g__Methylobacterium,ASV418,19,4.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_doosanense_CAU_212_=_DSM_45436,ASV523,17,4.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Exiguobacterales,f__Exiguobacteraceae,g__Exiguobacterium,s__unclassified_g__Exiguobacterium,ASV782,20,5.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavitalea,s__unclassified_g__Flavitalea,ASV354,14,3.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Pseudoleptotrichia,s__unclassified_g__Pseudoleptotrichia,ASV525,15,3.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Xanthomonas,s__unclassified_g__Xanthomonas,ASV183,14,3.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria,ASV74,12,3.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__unclassified_g__Brevundimonas,ASV365,8,2.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV378,3,6.76682e-6,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__unclassified_g__Paracoccus,ASV379,2,4.51121e-6,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas,ASV162,52,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__unclassified_f__Sphingomonadaceae,s__unclassified_f__Sphingomonadaceae,ASV300,51,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Beijerinckiaceae,g__Methylobacterium,s__unclassified_g__Methylobacterium,ASV702,38,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__TM7a,s__uncultured_bacterium_g__TM7a,ASV164,54,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV453,29,7.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Stenotrophomonas,s__unclassified_g__Stenotrophomonas,ASV511,45,0.0001,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__ABY1,o__unclassified_c__ABY1,f__unclassified_c__ABY1,g__unclassified_c__ABY1,s__unclassified_c__ABY1,ASV173,36,8.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Aquabacterium,s__unclassified_g__Aquabacterium,ASV71,28,6.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV307,42,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Kocuria,s__unclassified_g__Kocuria,ASV320,33,7.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiia,o__Opitutales,f__Opitutaceae,g__norank_f__Opitutaceae,s__metagenome_f__Opitutaceae,ASV321,34,8.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__unclassified_g__Deinococcus,ASV180,34,8.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__unclassified_g__Massilia,ASV171,38,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Anaerovoracaceae,g__[Eubacterium]_sulci_group,s__Eubacterium_sulci_ATCC_35585,ASV178,36,8.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV624,26,6.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__unclassified_g__Corynebacterium,ASV672,30,7.0E-5,0.08333
