Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASV,Total,Percent,Prevalence
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Hydrogenophilaceae,g__Hydrogenophilus,s__unclassified_g__Hydrogenophilus,ASV146,175,0.00039,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Catonella,s__unclassified_g__Catonella,ASV388,153,0.00035,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__unclassified_g__Sphingobium,ASV655,158,0.00036,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Cellvibrionaceae,g__norank_f__Cellvibrionaceae,s__unclassified_g__norank_f__Cellvibrionaceae,ASV221,126,0.00028,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__unclassified_g__Massilia,ASV118,146,0.00033,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV757,155,0.00035,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV6,10875,0.02453,1
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__unclassified_g__Brevundimonas,ASV17,5200,0.01173,0.91667
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__unclassified_g__Staphylococcus,ASV402,2138,0.00482,0.66667
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium,ASV36,1154,0.0026,0.41667
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Beijerinckiaceae,g__Methylobacterium,s__unclassified_g__Methylobacterium,ASV67,889,0.00201,0.66667
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Pleomorphomonadaceae,g__norank_f__Pleomorphomonadaceae,s__uncultured_Rhizobiales_bacterium_f__Pleomorphomonadaceae,ASV645,855,0.00193,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Neomicrococcus,s__unclassified_g__Neomicrococcus,ASV427,656,0.00148,0.33333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Alkanindiges,s__unclassified_g__Alkanindiges,ASV529,659,0.00149,0.25
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__unclassified_g__Ohtaekwangia,ASV202,427,0.00096,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Beijerinckiaceae,g__Methylobacterium,s__unclassified_g__Methylobacterium,ASV532,504,0.00114,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV144,450,0.00102,0.25
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Sutcliffiella,s__unclassified_g__Sutcliffiella,ASV712,282,0.00064,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__unclassified_g__Massilia,ASV487,242,0.00055,0.25
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV753,245,0.00055,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Veillonella,s__Veillonella_sp._oral_taxon_780,ASV105,179,0.0004,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Beijerinckiaceae,g__Methylobacterium,s__unclassified_g__Methylobacterium,ASV678,142,0.00032,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__unclassified_g__Blautia,ASV385,153,0.00035,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__unclassified_g__Lactobacillus,ASV27,157,0.00035,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_histicola,ASV223,111,0.00025,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV656,147,0.00033,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Lautropia,s__unclassified_g__Lautropia,ASV81,1997,0.0045,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV58,1047,0.00236,0.58333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__unclassified_g__Paenibacillus,ASV430,512,0.00115,0.25
d__Bacteria,k__norank_d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_periodonticum,ASV465,352,0.00079,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Aureimonas,s__unclassified_g__Aureimonas,ASV315,344,0.00078,0.25
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Neisseria,s__unclassified_g__Neisseria,ASV647,365,0.00082,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Peribacillus,s__unclassified_g__Peribacillus,ASV710,343,0.00077,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV749,358,0.00081,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__unclassified_g__Flavobacterium,ASV186,245,0.00055,0.33333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas,ASV713,245,0.00055,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Priestia,s__unclassified_g__Priestia,ASV714,218,0.00049,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV213,177,0.0004,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales,f__norank_o__Rhodospirillales,g__norank_o__Rhodospirillales,s__unclassified_g__norank_o__Rhodospirillales,ASV755,217,0.00049,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas,ASV677,160,0.00036,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiia,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__unclassified_g__Luteolibacter,ASV501,183,0.00041,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Loigolactobacillus,s__unclassified_g__Loigolactobacillus,ASV25,173,0.00039,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__unclassified_g__Flavobacterium,ASV112,160,0.00036,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Comamonas,s__Comamonas_aquatica,ASV722,168,0.00038,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__norank_f__67-14,s__uncultured_soil_bacterium_f__67-14,ASV396,145,0.00033,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Tannerella,s__Tannerella_sp._oral_taxon_HOT-286,ASV115,145,0.00033,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia,ASV570,130,0.00029,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__unclassified_g__Lactobacillus,ASV32,135,0.0003,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae,g__Malacoplasma,s__uncultured_Mycoplasma_sp._g__Malacoplasma,ASV3,16751,0.03778,0.83333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acidisoma,s__uncultured_Alphaproteobacteria_bacterium_g__Acidisoma,ASV31,2826,0.00637,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium,ASV15,2487,0.00561,0.91667
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__unclassified_g__Streptococcus,ASV82,1668,0.00376,0.25
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexota,c__Chloroflexia,o__Chloroflexales,f__Herpetosiphonaceae,g__Herpetosiphon,s__uncultured_bacterium_g__Herpetosiphon,ASV197,758,0.00171,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales,f__Planococcaceae,g__unclassified_f__Planococcaceae,s__unclassified_f__Planococcaceae,ASV652,658,0.00148,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__norank_f__Caulobacteraceae,s__unclassified_g__norank_f__Caulobacteraceae,ASV113,450,0.00102,0.33333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Noviherbaspirillum,s__Noviherbaspirillum_malthae,ASV317,243,0.00055,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Stenotrophomonas,s__unclassified_g__Stenotrophomonas,ASV471,258,0.00058,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__unclassified_f__Sphingomonadaceae,s__unclassified_f__Sphingomonadaceae,ASV754,243,0.00055,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV478,166,0.00037,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV72,146,0.00033,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV220,138,0.00031,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__unclassified_p__Pseudomonadota,o__unclassified_p__Pseudomonadota,f__unclassified_p__Pseudomonadota,g__unclassified_p__Pseudomonadota,s__unclassified_p__Pseudomonadota,ASV571,132,0.0003,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__Thymallus_thymallus_(grayling)_g__Mucilaginibacter,ASV460,884,0.00199,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV29,569,0.00128,0.33333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Xanthobacteraceae,g__Tardiphaga,s__unclassified_g__Tardiphaga,ASV137,456,0.00103,0.33333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__unclassified_g__Paracoccus,ASV530,381,0.00086,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV648,350,0.00079,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,s__unclassified_g__Phenylobacterium,ASV206,202,0.00046,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Segatella,s__Prevotella_sp._oral_taxon_G60,ASV99,233,0.00053,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified_g__Bacteroides,ASV382,208,0.00047,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Aureimonas,s__unclassified_g__Aureimonas,ASV561,188,0.00042,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,ASV102,199,0.00045,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__unclassified_g__Leptotrichia,ASV104,191,0.00043,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV45,2362,0.00533,0.83333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Roseateles,s__unclassified_g__Roseateles,ASV65,837,0.00189,0.41667
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales,f__Bacillaceae,g__unclassified_f__Bacillaceae,s__unclassified_f__Bacillaceae,ASV644,685,0.00155,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__unclassified_g__Rothia,ASV462,575,0.0013,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Pseudoleptotrichia,s__uncultured_bacterium_g__Pseudoleptotrichia,ASV90,331,0.00075,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__SAR86_clade,g__norank_f__SAR86_clade,s__unclassified_g__norank_f__SAR86_clade,ASV554,291,0.00066,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Xanthobacteraceae,g__unclassified_f__Xanthobacteraceae,s__unclassified_f__Xanthobacteraceae,ASV441,240,0.00054,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas,ASV381,228,0.00051,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified_g__Prevotella,ASV476,202,0.00046,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Frankiales,f__Geodermatophilaceae,g__Blastococcus,s__unclassified_g__Blastococcus,ASV217,176,0.0004,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiia,o__Opitutales,f__Puniceicoccaceae,g__MB11C04_marine_group,s__uncultured_marine_bacterium_g__MB11C04_marine_group,ASV565,169,0.00038,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__uncultured_bacterium_g__Deinococcus,ASV720,190,0.00043,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia,ASV569,136,0.00031,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV91,910,0.00205,0.5
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Noviherbaspirillum,s__unclassified_g__Noviherbaspirillum,ASV203,458,0.00103,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__Hymenobacter_paludis,ASV552,354,0.0008,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteriota,c__Cyanobacteriia,o__Chloroplast,f__norank_o__Chloroplast,g__norank_o__Chloroplast,s__unclassified_g__norank_o__Chloroplast,ASV553,295,0.00067,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Exiguobacterales,f__Exiguobacteraceae,g__Exiguobacterium,s__unclassified_g__Exiguobacterium,ASV711,325,0.00073,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__unclassified_g__Paracoccus,ASV207,214,0.00048,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__unclassified_g__Flavobacterium,ASV483,222,0.0005,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,ASV559,200,0.00045,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__unclassified_f__SAR116_clade,s__unclassified_f__SAR116_clade,ASV560,196,0.00044,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV719,190,0.00043,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__unclassified_g__Nocardioides,ASV218,155,0.00035,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_sp._CHKCI003,ASV567,154,0.00035,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__unclassified_g__Corynebacterium,ASV681,112,0.00025,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_sp._CHKCI003,ASV573,126,0.00028,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__unclassified_f__Cellulomonadaceae,s__unclassified_f__Cellulomonadaceae,ASV194,1014,0.00229,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas,ASV40,1109,0.0025,0.58333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Methyloversatilis,s__unclassified_g__Methyloversatilis,ASV143,1042,0.00235,0.41667
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas,ASV139,893,0.00201,0.5
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__unclassified_g__Paracoccus,ASV198,489,0.0011,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__unclassified_g__Streptococcus,ASV86,485,0.00109,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV277,419,0.00095,0.25
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__norank_f__Prevotellaceae,s__uncultured_Prevotellaceae_bacterium_f__Prevotellaceae,ASV87,410,0.00092,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Pelagibacterales,f__Clade_I,g__Clade_Ia,s__unclassified_g__Clade_Ia,ASV555,277,0.00062,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteriota,c__Vampirivibrionia,o__Obscuribacterales,f__Obscuribacteraceae,g__Candidatus_Obscuribacter,s__uncultured_actinobacterium_g__Candidatus_Obscuribacter,ASV651,265,0.0006,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Litorivicinaceae,g__Litorivicinus,s__unclassified_g__Litorivicinus,ASV558,228,0.00051,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__unclassified_g__Clostridium,ASV751,259,0.00058,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Aquabacterium,s__unclassified_g__Aquabacterium,ASV715,212,0.00048,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__unclassified_g__Nocardioides,ASV654,192,0.00043,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Spongiibacteraceae,g__BD1-7_clade,s__unclassified_g__BD1-7_clade,ASV566,160,0.00036,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,s__unclassified_g__Granulicatella,ASV114,151,0.00034,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__unclassified_g__Massilia,ASV224,126,0.00028,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV389,136,0.00031,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__unclassified_g__Massilia,ASV390,135,0.0003,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified_g__Prevotella,ASV80,4002,0.00903,0.25
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV39,2412,0.00544,0.91667
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Micrococcus,s__unclassified_g__Micrococcus,ASV527,1957,0.00441,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Williamsia,s__uncultured_Williamsia_sp.,ASV195,986,0.00222,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__Sphingobacterium_hotanense,ASV62,296,0.00067,0.16667
